path,target,pred,confidence
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1269_r12_c15.jpg,B,W,0.9047
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1269_r15_c05.jpg,B,E,0.9949
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1269_r15_c07.jpg,B,E,0.9918
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1270_r01_c11.jpg,B,E,0.9142
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1270_r03_c14.jpg,B,E,0.9143
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1270_r03_c15.jpg,B,W,0.9265
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1270_r08_c06.jpg,B,E,0.9857
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1270_r08_c11.jpg,B,E,0.9732
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1270_r10_c14.jpg,B,E,0.9061
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1270_r11_c14.jpg,B,E,0.9166
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1270_r15_c05.jpg,B,E,0.9957
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1270_r15_c07.jpg,B,E,0.9942
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1271_r01_c11.jpg,B,E,0.9229
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1271_r03_c15.jpg,B,W,0.9121
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1271_r08_c06.jpg,B,E,0.9871
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1271_r08_c11.jpg,B,E,0.9781
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1271_r11_c14.jpg,B,E,0.9305
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1271_r12_c15.jpg,B,W,0.9094
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1271_r15_c05.jpg,B,E,0.9968
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1271_r15_c07.jpg,B,E,0.9930
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1272_r01_c11.jpg,B,E,0.9295
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1272_r03_c15.jpg,B,W,0.9239
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1272_r05_c05.jpg,B,W,0.9652
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1272_r08_c06.jpg,B,E,0.9847
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1272_r08_c11.jpg,B,E,0.9744
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1272_r10_c14.jpg,B,E,0.9002
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1272_r11_c14.jpg,B,E,0.9511
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1272_r12_c16.jpg,B,E,0.9174
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1272_r15_c05.jpg,B,E,0.9947
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1272_r15_c07.jpg,B,E,0.9886
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1273_r01_c11.jpg,B,E,0.9462
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1273_r02_c06.jpg,B,E,0.9036
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1273_r03_c15.jpg,B,W,0.9388
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1273_r05_c05.jpg,B,W,0.9561
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1273_r07_c13.jpg,B,E,0.9137
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1273_r08_c06.jpg,B,E,0.9812
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1273_r08_c11.jpg,B,E,0.9623
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1273_r11_c14.jpg,B,E,0.9319
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1273_r12_c16.jpg,B,E,0.9241
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1273_r15_c05.jpg,B,E,0.9948
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1273_r15_c07.jpg,B,E,0.9935
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1274_r01_c11.jpg,B,E,0.9293
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1274_r03_c14.jpg,B,E,0.9156
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1274_r03_c15.jpg,B,W,0.9170
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1274_r05_c05.jpg,B,W,0.9671
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1274_r07_c13.jpg,B,E,0.9082
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1274_r08_c06.jpg,B,E,0.9851
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1274_r08_c11.jpg,B,E,0.9569
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1274_r10_c14.jpg,B,E,0.9264
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1274_r11_c14.jpg,B,E,0.9215
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1274_r15_c05.jpg,B,E,0.9944
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1274_r15_c07.jpg,B,E,0.9952
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1275_r01_c11.jpg,B,E,0.9146
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1275_r03_c14.jpg,B,E,0.9067
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1275_r03_c15.jpg,B,W,0.9193
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1275_r05_c05.jpg,B,W,0.9676
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1275_r07_c13.jpg,B,E,0.9054
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1275_r08_c06.jpg,B,E,0.9858
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1275_r08_c11.jpg,B,E,0.9669
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1275_r11_c14.jpg,B,E,0.9386
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1275_r15_c05.jpg,B,E,0.9960
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1275_r15_c07.jpg,B,E,0.9925
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1276_r01_c11.jpg,B,E,0.9391
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1276_r03_c15.jpg,B,W,0.9296
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1276_r05_c05.jpg,B,W,0.9641
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1276_r08_c06.jpg,B,E,0.9851
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1276_r08_c11.jpg,B,E,0.9773
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1276_r10_c14.jpg,B,E,0.9065
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1276_r11_c14.jpg,B,E,0.9299
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1276_r12_c15.jpg,B,W,0.9198
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1276_r12_c16.jpg,B,E,0.9243
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1276_r15_c05.jpg,B,E,0.9950
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1276_r15_c07.jpg,B,E,0.9956
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1277_r01_c11.jpg,B,E,0.9141
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1277_r03_c06.jpg,B,E,0.9296
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1277_r03_c15.jpg,B,W,0.9301
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1277_r05_c05.jpg,B,W,0.9787
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1277_r08_c06.jpg,B,E,0.9791
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1277_r08_c11.jpg,B,E,0.9013
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1277_r11_c14.jpg,B,E,0.9372
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1277_r12_c15.jpg,B,W,0.9008
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1277_r15_c05.jpg,B,E,0.9962
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1277_r15_c07.jpg,B,E,0.9948
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1278_r03_c06.jpg,B,E,0.9313
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1278_r03_c15.jpg,B,W,0.9168
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1278_r05_c05.jpg,B,W,0.9648
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1278_r07_c13.jpg,B,E,0.9111
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1278_r08_c06.jpg,B,E,0.9825
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1278_r08_c11.jpg,B,E,0.9762
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1278_r11_c14.jpg,B,E,0.9309
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1278_r12_c16.jpg,B,E,0.9255
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1278_r15_c05.jpg,B,E,0.9950
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1278_r15_c07.jpg,B,E,0.9935
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1279_r03_c06.jpg,B,E,0.9317
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1279_r03_c15.jpg,B,W,0.9019
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1279_r05_c05.jpg,B,W,0.9681
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1279_r08_c06.jpg,B,E,0.9828
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1279_r08_c11.jpg,B,E,0.9745
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1279_r11_c14.jpg,B,E,0.9168
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1279_r15_c05.jpg,B,E,0.9951
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1279_r15_c07.jpg,B,E,0.9946
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1280_r03_c06.jpg,B,E,0.9156
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1280_r03_c14.jpg,B,E,0.9210
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1280_r03_c15.jpg,B,W,0.9153
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1280_r05_c05.jpg,B,W,0.9591
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1280_r07_c13.jpg,B,E,0.9262
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1280_r08_c06.jpg,B,E,0.9844
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1280_r08_c11.jpg,B,E,0.9748
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1280_r11_c14.jpg,B,E,0.9230
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1280_r12_c16.jpg,B,E,0.9072
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1280_r15_c05.jpg,B,E,0.9966
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1281_r01_c11.jpg,B,E,0.9047
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1281_r02_c06.jpg,B,E,0.9046
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1281_r03_c06.jpg,B,E,0.9379
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1281_r03_c15.jpg,B,W,0.9066
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1281_r05_c05.jpg,B,W,0.9655
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1281_r07_c13.jpg,B,E,0.9007
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1281_r08_c06.jpg,B,E,0.9848
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1281_r08_c11.jpg,B,E,0.9818
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1281_r11_c14.jpg,B,E,0.9180
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1281_r15_c05.jpg,B,E,0.9953
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1281_r15_c07.jpg,B,E,0.9966
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1282_r03_c06.jpg,B,E,0.9454
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1282_r03_c15.jpg,B,W,0.9267
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1282_r05_c05.jpg,B,W,0.9632
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1282_r07_c13.jpg,B,E,0.9179
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1282_r08_c06.jpg,B,E,0.9896
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1282_r08_c11.jpg,B,E,0.9669
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1282_r09_c06.jpg,B,E,0.9016
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1282_r11_c14.jpg,B,E,0.9390
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1282_r12_c15.jpg,B,W,0.9012
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1282_r15_c05.jpg,B,E,0.9966
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1282_r15_c07.jpg,B,E,0.9946
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1284_r01_c11.jpg,B,E,0.9070
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1284_r03_c06.jpg,B,E,0.9060
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1284_r03_c15.jpg,B,W,0.9275
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1284_r05_c05.jpg,B,W,0.9563
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1284_r07_c13.jpg,B,E,0.9226
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1284_r08_c06.jpg,B,E,0.9823
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1284_r08_c11.jpg,B,E,0.9797
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1284_r12_c15.jpg,B,W,0.9094
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1284_r15_c05.jpg,B,E,0.9961
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1284_r15_c07.jpg,B,E,0.9938
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1285_r01_c11.jpg,B,E,0.9192
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1285_r03_c06.jpg,B,E,0.9391
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1285_r03_c15.jpg,B,W,0.9209
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1285_r05_c05.jpg,B,W,0.9600
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1285_r07_c13.jpg,B,E,0.9213
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1285_r08_c06.jpg,B,E,0.9820
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1285_r08_c11.jpg,B,E,0.9529
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1285_r11_c14.jpg,B,E,0.9198
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1285_r12_c15.jpg,B,W,0.9016
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1285_r15_c05.jpg,B,E,0.9950
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1285_r15_c07.jpg,B,E,0.9938
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1286_r03_c06.jpg,B,E,0.9218
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1286_r03_c15.jpg,B,W,0.9214
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1286_r05_c05.jpg,B,W,0.9620
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1286_r07_c13.jpg,B,E,0.9109
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1286_r08_c06.jpg,B,E,0.9810
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1286_r08_c11.jpg,B,E,0.9607
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1286_r11_c14.jpg,B,E,0.9119
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1286_r15_c05.jpg,B,E,0.9941
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1286_r15_c07.jpg,B,E,0.9935
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1287_r03_c15.jpg,B,W,0.9335
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1287_r05_c05.jpg,B,W,0.9651
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1287_r07_c13.jpg,B,E,0.9041
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1287_r08_c06.jpg,B,E,0.9761
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1287_r08_c11.jpg,B,E,0.9626
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1287_r11_c14.jpg,B,E,0.9163
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1287_r15_c05.jpg,B,E,0.9948
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1287_r15_c07.jpg,B,E,0.9960
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1288_r01_c11.jpg,B,E,0.9079
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1288_r03_c06.jpg,B,E,0.9229
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1288_r03_c15.jpg,B,W,0.9077
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1288_r05_c05.jpg,B,W,0.9660
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1288_r07_c13.jpg,B,E,0.9151
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1288_r08_c06.jpg,B,E,0.9777
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1288_r08_c11.jpg,B,E,0.9646
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1288_r11_c14.jpg,B,E,0.9265
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1288_r12_c15.jpg,B,W,0.9124
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1288_r15_c05.jpg,B,E,0.9958
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1288_r15_c07.jpg,B,E,0.9964
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1289_r01_c11.jpg,B,E,0.9123
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1289_r03_c06.jpg,B,E,0.9163
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1289_r03_c14.jpg,B,E,0.9159
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1289_r03_c15.jpg,B,W,0.9155
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1289_r05_c05.jpg,B,W,0.9592
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1289_r07_c13.jpg,B,E,0.9057
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1289_r08_c06.jpg,B,E,0.9840
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1289_r11_c14.jpg,B,E,0.9276
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1289_r12_c16.jpg,B,E,0.9093
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1289_r15_c05.jpg,B,E,0.9961
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1289_r15_c07.jpg,B,E,0.9972
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1290_r01_c11.jpg,B,E,0.9012
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1290_r03_c06.jpg,B,E,0.9130
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1290_r03_c15.jpg,B,W,0.9210
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1290_r05_c05.jpg,B,W,0.9659
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1290_r07_c13.jpg,B,E,0.9202
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1290_r08_c06.jpg,B,E,0.9804
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1290_r11_c14.jpg,B,E,0.9014
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1290_r15_c05.jpg,B,E,0.9952
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1290_r15_c07.jpg,B,E,0.9962
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1291_r01_c11.jpg,B,E,0.9049
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1291_r03_c06.jpg,B,E,0.9144
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1291_r03_c15.jpg,B,W,0.9262
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1291_r05_c05.jpg,B,W,0.9632
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1291_r11_c14.jpg,B,E,0.9184
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1291_r15_c05.jpg,B,E,0.9958
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1291_r15_c07.jpg,B,E,0.9973
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1292_r03_c06.jpg,B,E,0.9417
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1292_r03_c15.jpg,B,W,0.9178
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1292_r05_c05.jpg,B,W,0.9626
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1292_r08_c06.jpg,B,E,0.9759
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1292_r11_c14.jpg,B,E,0.9089
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1292_r15_c05.jpg,B,E,0.9950
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1292_r15_c07.jpg,B,E,0.9971
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1293_r01_c11.jpg,B,E,0.9070
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1293_r03_c06.jpg,B,E,0.9134
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1293_r03_c15.jpg,B,W,0.9030
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1293_r05_c05.jpg,B,W,0.9661
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1293_r08_c06.jpg,B,E,0.9796
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1293_r11_c14.jpg,B,E,0.9275
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1293_r12_c15.jpg,B,W,0.9119
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1293_r15_c04.jpg,B,E,0.9955
D:\Codes\Data\Gomrade\dataset2\patches\B\Corsolini-Carta_MLC_1293_r15_c05.jpg,B,E,0.9970
